<<<<<<< HEAD
Name,Kept
3179,1
3180,1
3181,1
3182,1
3183,1
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,1
3211,1
3212,1
3213,1
3214,1
3215,1
3216,1
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,1
3230,1
3231,1
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,0
3265,0
3266,0
3267,1
3268,0
3269,0
3270,1
3271,1
3272,0
3273,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3287,1
3288,1
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,1
3317,0
3318,1
3319,1
3320,1
3321,0
3322,1
3323,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,0
3332,1
3333,1
3334,1
3335,1
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
=======
NAME	EXPT	Kept
Molecule1	-4.35	1
Molecule2	-3.33	1
Molecule3	-6.98	0
Molecule4	-6.09	1
Molecule5	-3.92	1
Molecule6	-4.5	1
Molecule7	-5.04	1
Molecule8	-3.5	1
Molecule9	-2.23	1
Molecule10	-3.19	1
Molecule11	-2.7	1
Molecule12	-4.4	1
Molecule13	-5.6	1
Molecule14	-3.54	1
Molecule15	-3.52	1
Molecule16	-3.21	1
Molecule17	-2.67	1
Molecule18	-4.07	1
Molecule19	-4.45	1
Molecule20	-3.19	1
Molecule21	-3.63	1
Molecule22	-4.93	1
Molecule23	-3.08	1
Molecule24	-1.09	1
Molecule25	-2.55	1
Molecule26	-2.3	1
Molecule27	-3.12	1
Molecule28	-2.52	1
Molecule29	-3.14	0
Molecule30	-2.65	1
Molecule31	-2.68	1
Molecule32	-8.4	1
Molecule33	-2.28	1
Molecule34	-1.17	1
Molecule35	-1.68	1
Molecule36	-2.08	1
Molecule37	-5.06	1
Molecule38	-4.43	1
Molecule39	-3.81	1
Molecule40	-3.07	1
Molecule41	-2.37	1
Molecule42	-1.85	1
Molecule43	-1.73	1
Molecule44	-2.89	1
Molecule45	-1.32	1
Molecule46	-1.09	1
Molecule47	-1.5	1
Molecule48	-2.43	1
Molecule49	-0.89	1
Molecule50	-0.79	1
Molecule51	-1.91	1
Molecule52	-1.9	1
Molecule53	-2.38	1
Molecule54	-2.15	1
Molecule55	-1.59	1
Molecule56	-1.71	1
Molecule57	-1.54	1
Molecule58	-1.32	1
Molecule59	-1.32	1
Molecule60	-9.33	1
Molecule61	-9.03	1
Molecule62	-7.8	1
Molecule63	-8.19	1
Molecule64	-6.19	1
Molecule65	-7.87	1
Molecule66	-8.23	1
Molecule67	-8.66	1
Molecule68	-5.26	1
Molecule69	-8	1
Molecule70	-8.8	1
Molecule71	-8.49	1
Molecule72	-6	1
Molecule73	-6.74	1
Molecule74	-8.06	1
Molecule75	-8.6	1
Molecule76	-6.35	1
Molecule77	-3.6	1
Molecule78	-4.48	1
Molecule79	-7.11	1
Molecule80	-4.31	1
Molecule81	-2.82	1
Molecule82	-6.68	1
Molecule83	-8.04	1
Molecule84	-5.22	1
Molecule85	-4.91	1
Molecule86	-5.96	1
Molecule87	-7.92	1
Molecule88	-7.92	1
Molecule89	-7.85	1
Molecule90	-4.63	1
Molecule91	-3.04	1
Molecule92	-4.37	1
Molecule93	-2.64	1
Molecule94	-3.1	1
Molecule95	-3.52	1
Molecule96	-4.15	1
Molecule97	-3.27	1
Molecule98	-2.59	1
Molecule99	-3.18	1
Molecule100	-2.1	1
Molecule101	-1.97	1
Molecule102	-2.15	1
Molecule103	-2.15	1
Molecule104	-6.08	1
Molecule105	-4.74	1
Molecule106	-3.3	1
Molecule107	-4.25	1
Molecule108	-3.85	1
Molecule109	-4.47	1
Molecule110	-4	1
Molecule111	-5.19	1
Molecule112	-4.27	1
Molecule113	-1.64	1
Molecule114	-3.96	1
Molecule115	-4.15	1
Molecule116	-4.36	1
Molecule117	-5.05	1
Molecule118	-4.23	1
Molecule119	-4.15	1
Molecule120	-3.55	1
Molecule121	-4.74	1
Molecule122	-3.66	1
Molecule123	-4.36	1
Molecule124	-4.17	1
Molecule125	-0.4	1
Molecule126	-4.62	1
Molecule127	-3.37	1
Molecule128	-3.03	1
Molecule129	-1.64	1
Molecule130	-4.64	1
Molecule131	-3.01	1
Molecule132	-4.24	1
Molecule133	-8.33	1
Molecule134	-8.17	1
Molecule135	-8.4	1
Molecule136	-7.96	1
Molecule137	-5.88	1
Molecule138	-5.51	1
Molecule139	-5.24	1
Molecule140	-5.05	1
Molecule141	-5.21	1
Molecule142	-3.66	1
Molecule143	-4.53	1
Molecule144	-4.44	1
Molecule145	-3.84	1
Molecule146	-3.73	1
Molecule147	-4.06	1
Molecule148	-2.36	1
Molecule149	-3.18	1
Molecule150	-3.23	1
Molecule151	-3.82	1
Molecule152	-3.82	1
Molecule153	-2.57	1
Molecule154	-2.68	1
Molecule155	-2.68	1
Molecule156	-4.17	1
Molecule157	-3.28	1
Molecule158	-3.21	1
Molecule159	-6.89	1
Molecule160	-4.29	1
Molecule161	-3.75	1
Molecule162	-3.11	1
Molecule163	-2.77	1
Molecule164	-1.99	1
Molecule165	-1.24	1
Molecule166	-2.73	1
Molecule167	-1.94	1
Molecule168	-1.94	1
Molecule169	-2.54	1
Molecule170	-2.54	1
Molecule171	-2.09	1
Molecule172	-7.02	1
Molecule173	-6.57	1
Molecule174	-7.01	1
Molecule175	-6.59	1
Molecule176	-5.85	1
Molecule177	-6.57	1
Molecule178	-4.92	1
Molecule179	-4.14	1
Molecule180	-4.74	1
Molecule181	-5.89	1
Molecule182	-4.29	1
Molecule183	-3.7	1
Molecule184	-5.23	1
Molecule185	-4	1
Molecule186	-4.72	1
Molecule187	-4.59	1
Molecule188	-3.31	1
Molecule189	-3.2	1
Molecule190	-2.8	1
Molecule191	-5.84	1
Molecule192	-6.96	1
Molecule193	-4.89	1
Molecule194	-3.77	1
Molecule195	-3.4	1
Molecule196	-2.82	1
Molecule197	-4.62	1
Molecule198	-2.77	1
Molecule199	-2.21	1
Molecule200	-0.41	1
Molecule201	-2.4	1
Molecule202	-2.33	1
Molecule203	-2.03	1
Molecule204	-2.56	1
Molecule205	-1.36	1
Molecule206	-1.08	1
Molecule207	-0.9	0
Molecule208	0.29	1
Molecule209	-4.12	1
Molecule210	-5.08	1
Molecule211	-5.16	1
Molecule212	-3.74	1
Molecule213	-3.68	1
Molecule214	-3.89	1
Molecule215	-3.18	1
Molecule216	-1.87	1
Molecule217	-3.24	1
Molecule218	-4.26	1
Molecule219	-3.76	1
Molecule220	-3.77	1
Molecule221	-3.27	1
Molecule222	-2.55	1
Molecule223	-2.73	1
Molecule224	-4.28	1
Molecule225	-3.65	1
Molecule226	-4.8	1
Molecule227	-5.26	0
Molecule228	-6.8	0
Molecule229	-4.61	1
Molecule230	-2.88	1
Molecule231	-2.52	1
Molecule232	-3.93	1
Molecule233	-2.61	1
Molecule234	-6.29	0
Molecule235	-6.29	0
Molecule236	-7.33	0
Molecule237	-6.86	0
Molecule238	-5.64	0
Molecule239	-6.32	0
Molecule240	-5.46	0
Molecule241	-5.43	0
Molecule242	-4.98	1
Molecule243	-11.62	0
Molecule244	-10.26	0
Molecule245	-10.41	0
Molecule246	-7.92	0
Molecule247	-8.94	0
Molecule248	-7.92	0
Molecule249	-4.28	0
Molecule250	-5.64	0
Molecule251	-4.02	0
Molecule252	-8.3	0
Molecule253	-7.92	0
Molecule254	-7.43	0
Molecule255	-7.66	0
Molecule256	-3.1	0
Molecule257	-1.7	1
Molecule258	-9.16	0
Molecule259	-8.42	0
Molecule260	-7.39	0
Molecule261	-7.68	0
Molecule262	-7.21	0
Molecule263	-7.82	0
Molecule264	-7.16	0
Molecule265	-5.65	0
Molecule266	-3.15	0
Molecule267	-8.71	0
Molecule268	-7.32	0
Molecule269	-6.14	1
Molecule270	-2.34	1
Molecule271	-8.01	0
Molecule272	-7.05	0
Molecule273	-8.32	0
Molecule274	-7.8	0
Molecule275	-7.91	0
Molecule276	-7.05	0
Molecule277	-4.57	0
Molecule278	-2.67	1
Molecule279	-6.8	0
Molecule280	-7.39	0
Molecule281	-6.14	1
Molecule282	-5.21	1
Molecule283	-2.1	1
Molecule284	-4.24	1
Molecule285	-1.79	1
Molecule286	-2.62	1
Molecule287	-3.78	1
Molecule288	-3.29	1
Molecule289	-3.05	1
Molecule290	-9.15	0
Molecule291	-8.6	0
Molecule292	-7.42	0
Molecule293	-3.37	0
Molecule294	-8.56	0
Molecule295	-7.89	0
Molecule296	-7.39	0
Molecule297	-6.27	1
Molecule298	-5.56	0
Molecule299	-4.52	0
Molecule300	-2.96	1
Molecule301	-5.69	1
Molecule302	-2.21	1
Molecule303	-5.75	1
Molecule304	-5.72	1
Molecule305	-3.18	1
Molecule306	-3.66	1
Molecule307	-2.53	1
Molecule308	-3.79	1
Molecule309	-8.6	0
Molecule310	-8.71	0
Molecule311	-2.8	1
Molecule312	-4.63	0
Molecule313	-3.26	1
Molecule314	-2.47	1
Molecule315	-2.67	1
Molecule316	-3.45	1
Molecule317	-7	0
Molecule318	-6.02	1
Molecule319	-6.01	1
Molecule320	-6.25	1
Molecule321	-3.59	1
Molecule322	-1.57	1
Molecule323	-8.65	0
Molecule324	-8.65	0
Molecule325	-7.43	0
Molecule326	-6.29	1
Molecule327	-3.08	1
Molecule328	-2.64	1
Molecule329	-7.8	0
Molecule330	-7.25	0
Molecule331	-6.29	1
Molecule332	-4.92	1
Molecule333	-6.39	1
Molecule334	-6.51	0
Molecule335	-6.57	0
Molecule336	-6.21	1
Molecule337	-5.25	1
Molecule338	-3.49	1
Molecule339	-3.59	1
Molecule340	-4.46	1
Molecule341	-3.67	1
Molecule342	-2.51	1
Molecule343	-2.45	1
Molecule344	-1.55	1
Molecule345	-2.82	1
Molecule346	-3.24	1
Molecule347	-3	1
Molecule348	-4.77	1
Molecule349	-3.46	1
Molecule350	-3.8	1
Molecule351	-4.33	1
Molecule352	-2.56	1
Molecule353	-3.52	1
Molecule354	-1.25	1
Molecule355	-7.28	0
Molecule356	-7.21	0
Molecule357	-6.47	0
Molecule358	-6.26	1
Molecule359	-4	1
Molecule360	-1.3	1
Molecule361	-5.27	1
Molecule362	-5.28	1
Molecule363	-4.54	1
Molecule364	-4.08	1
Molecule365	-3.6	1
Molecule366	-6.36	0
Molecule367	-2.34	1
Molecule368	-3.52	1
Molecule369	-3.05	1
Molecule370	-4.38	1
Molecule371	-1.89	1
Molecule372	-1.52	1
Molecule373	-1.4	1
Molecule374	-2.16	1
Molecule375	-2.46	1
Molecule376	-2.22	1
Molecule377	-1.06	1
Molecule378	-4.18	1
Molecule379	-4.18	1
Molecule380	-4.14	1
Molecule381	-3.75	1
Molecule382	-5.23	1
Molecule383	-5.36	1
Molecule384	-3.95	1
Molecule385	-2.83	1
Molecule386	-4.7	1
Molecule387	-4.16	1
Molecule388	-4.4	1
Molecule389	-5.01	1
Molecule390	-4.57	1
Molecule391	-2.86	1
Molecule392	-2.86	1
Molecule393	-2.23	1
Molecule394	-5.09	1
Molecule395	-2.55	1
Molecule396	-3.95	1
Molecule397	-4.48	1
Molecule398	-4.8	1
Molecule399	-4.38	1
Molecule400	-4.93	1
Molecule401	-1.34	1
Molecule402	-5.8	1
Molecule403	-4.88	1
Molecule404	-3.04	1
Molecule405	-4.53	1
Molecule406	-2.59	1
Molecule407	-1.37	1
Molecule408	-2.62	1
Molecule409	-3.38	1
Molecule410	-2.78	1
Molecule411	-2.22	1
Molecule412	-0.7	1
Molecule413	-6.56	1
Molecule414	-5.2	1
Molecule415	-5.93	1
Molecule416	-6.9	0
Molecule417	-5.91	1
Molecule418	-3.08	1
Molecule419	-5.84	1
Molecule420	-3.27	1
Molecule421	-4.53	1
Molecule422	-4.62	1
Molecule423	-3.31	1
Molecule424	-4.43	1
Molecule425	-1.66	1
Molecule426	-2.84	1
Molecule427	-2.89	1
Molecule428	-3.9	1
Molecule429	-2.57	1
Molecule430	-4.89	1
Molecule431	-2.29	1
Molecule432	-2.78	1
Molecule433	-3.61	1
Molecule434	-0.7	1
Molecule435	-5.74	1
Molecule436	-3.03	1
Molecule437	-2.38	1
Molecule438	-7.28	0
Molecule439	-5.18	0
Molecule440	-2.08	1
Molecule441	-4.51	0
Molecule442	-4.11	1
Molecule443	-0.87	1
Molecule444	-0.87	1
Molecule445	-2.75	1
Molecule446	-5.67	1
Molecule447	-4.82	1
Molecule448	-4.58	1
Molecule449	-4.41	1
Molecule450	-4.06	1
Molecule451	-3.15	1
Molecule452	-4.55	1
Molecule453	-3.85	1
Molecule454	-3.79	1
Molecule455	-4.43	1
Molecule456	-1.72	1
Molecule457	-3.66	1
Molecule458	-4.95	1
Molecule459	-5.38	1
Molecule460	-5.38	1
Molecule461	-2.87	1
Molecule462	-2.48	1
Molecule463	-4.91	0
Molecule464	-4.88	1
Molecule465	-4.23	0
Molecule466	-2.54	0
Molecule467	-3.39	1
Molecule468	-2.51	1
Molecule469	-1.64	1
Molecule470	-6.29	1
Molecule471	-8.02	1
Molecule472	-2.69	1
Molecule473	-1.96	1
Molecule474	-1.84	1
Molecule475	-3.76	0
Molecule476	-3.67	0
Molecule477	-2.18	0
Molecule478	-2	1
Molecule479	-6.62	0
Molecule480	-7.15	0
Molecule481	-6.89	1
Molecule482	-2.6	0
Molecule483	-4.19	0
Molecule484	-4.19	0
Molecule485	-0.22	1
Molecule486	-2.31	0
Molecule487	-2.17	1
Molecule488	-5.67	0
Molecule489	-5.4	0
Molecule490	-2.39	1
Molecule491	-4.37	1
Molecule492	-3.99	1
Molecule493	-3.12	1
Molecule494	-2.73	1
Molecule495	-2.03	1
Molecule496	-1.62	1
Molecule497	-1.47	1
Molecule498	-1.06	1
Molecule499	-0.29	1
Molecule500	-1.12	1
Molecule501	-1.16	1
Molecule502	-1.5	1
Molecule503	-1.06	1
Molecule504	-1.36	1
Molecule505	-2	1
Molecule506	-0.11	1
Molecule507	-6.34	1
Molecule508	-0.63	1
Molecule509	-0.09	1
Molecule510	-4.19	1
Molecule511	-3.26	1
Molecule512	-2.73	1
Molecule513	-2.48	1
Molecule514	-0.02	1
Molecule515	0.93	1
Molecule516	-1.5	1
Molecule517	-1.75	1
Molecule518	-3.77	1
Molecule519	-2.63	1
Molecule520	-2.63	1
Molecule521	-1.96	1
Molecule522	-1.92	1
Molecule523	-1.6	1
Molecule524	-1.41	1
Molecule525	-2.7	1
Molecule526	-2.68	1
Molecule527	-2.4	1
Molecule528	-1.48	1
Molecule529	-5.03	1
Molecule530	-1.29	1
Molecule531	-6.51	0
Molecule532	-7.2	0
Molecule533	-1.74	0
Molecule534	-1.17	1
Molecule535	-1.62	1
Molecule536	-5.03	1
Molecule537	-2.15	1
Molecule538	-1.3	1
Molecule539	-1.3	1
Molecule540	0.52	1
Molecule541	-4.08	1
Molecule542	-2.6	1
Molecule543	-7.28	0
Molecule544	-6.02	1
Molecule545	-2.38	0
Molecule546	-2.31	0
Molecule547	-7.34	1
Molecule548	-4.49	1
Molecule549	-1.8	1
Molecule550	-3.37	1
Molecule551	-4.32	1
Molecule552	-3.43	1
Molecule553	-4.1	1
Molecule554	-4.71	1
Molecule555	-4.9	1
Molecule556	-4.9	1
Molecule557	-3.64	1
Molecule558	-5.61	1
Molecule559	-4.13	1
Molecule560	-3.69	1
Molecule561	-2	1
Molecule562	-2.54	1
Molecule563	-4.43	1
Molecule564	-1.97	1
Molecule565	-1.78	1
Molecule566	-1.8	1
Molecule567	-1.07	1
Molecule568	-0.97	1
Molecule569	-3.04	1
Molecule570	-3.12	0
Molecule571	-4.21	1
Molecule572	-3.59	1
Molecule573	-1.6	1
Molecule574	-4.15	1
Molecule575	-4.52	1
Molecule576	-5.3	1
Molecule577	-8	1
Molecule578	-4.44	1
Molecule579	-8.4	1
Molecule580	-4.05	1
Molecule581	-4.04	1
Molecule582	-1.47	1
Molecule583	-4.36	1
Molecule584	-4.17	1
Molecule585	-3.43	1
Molecule586	-2.51	1
Molecule587	0.3	1
Molecule588	-7.32	0
Molecule589	-8.18	1
Molecule590	-3.24	1
Molecule591	-3.8	1
Molecule592	-4.8	1
Molecule593	-6.88	1
Molecule594	-4.55	1
Molecule595	-5.22	1
Molecule596	-2.86	1
Molecule597	-3.61	1
Molecule598	-3.31	1
Molecule599	-6.62	1
Molecule600	-3.54	1
Molecule601	-4.21	1
Molecule602	-2.73	1
Molecule603	-3.55	1
Molecule604	-3.27	1
Molecule605	-4.56	1
Molecule606	-4.03	1
Molecule607	-3.13	1
Molecule608	-3.25	1
Molecule609	-2.78	1
Molecule610	-3.46	0
Molecule611	-3.46	0
Molecule612	-4.81	1
Molecule613	-2.96	1
Molecule614	-2.29	1
Molecule615	-0.43	1
Molecule616	-1.6	1
Molecule617	-2.34	1
Molecule618	-1	1
Molecule619	-2.09	1
Molecule620	-3.22	1
Molecule621	-3.22	1
Molecule622	-1.32	1
Molecule623	-1.99	1
Molecule624	-2.68	1
Molecule625	-3.97	1
Molecule626	-2.78	1
Molecule627	-3.36	1
Molecule628	-5.54	1
Molecule629	-5.54	1
Molecule630	-1.94	1
Molecule631	-1.2	1
Molecule632	-2.54	1
Molecule633	-1.87	1
Molecule634	-3.67	1
Molecule635	-3.04	1
Molecule636	-2.16	1
Molecule637	-5.4	1
Molecule638	-1.94	1
Molecule639	-3.93	1
Molecule640	-2.42	1
Molecule641	-1.3	1
Molecule642	-4.19	1
Molecule643	-3.66	1
Molecule644	-4.75	1
Molecule645	-3.68	1
Molecule646	-3.67	1
Molecule647	-2.68	1
Molecule648	-2.09	1
Molecule649	-2.09	1
Molecule650	-3.32	1
Molecule651	-3.32	1
Molecule652	-1.52	1
Molecule653	-3.28	1
Molecule654	-1.87	1
Molecule655	-2.82	1
Molecule656	-0.48	1
Molecule657	-1.91	1
Molecule658	-2.23	1
Molecule659	-0.02	1
Molecule660	-4.55	1
Molecule661	-3.36	1
Molecule662	0.06	1
Molecule663	-0.91	1
Molecule664	-3.19	1
Molecule665	-3.32	1
Molecule666	-4.87	1
Molecule667	-5.15	1
Molecule668	-2.86	1
Molecule669	-2.62	1
Molecule670	-0.12	1
Molecule671	-1.11	1
Molecule672	-1.95	1
Molecule673	0.02	1
Molecule674	-0.47	1
Molecule675	-1.11	1
Molecule676	0.06	1
Molecule677	-1.14	1
Molecule678	-1.95	1
Molecule679	-1.23	1
Molecule680	-1.39	1
Molecule681	-3.68	1
Molecule682	-2.68	1
Molecule683	0.38	1
Molecule684	0.38	1
Molecule685	0.4	1
Molecule686	0.45	1
Molecule687	-1.42	1
Molecule688	0.51	1
Molecule689	1.02	1
Molecule690	-3.14	1
Molecule691	-4.11	1
Molecule692	-1.89	1
Molecule693	1	1
Molecule694	-1.42	1
Molecule695	0.23	1
Molecule696	-3.46	1
Molecule697	-3.46	1
Molecule698	-0.17	1
Molecule699	-2.07	1
Molecule700	0.81	1
Molecule701	-3.64	1
Molecule702	-2.15	1
Molecule703	-2.98	1
Molecule704	1	1
Molecule705	0.72	1
Molecule706	-1.45	1
Molecule707	-1.89	1
Molecule708	0.36	1
Molecule709	0.38	1
Molecule710	0.96	1
Molecule711	-0.46	1
Molecule712	-0.84	1
Molecule713	-0.46	1
Molecule714	0.79	1
Molecule715	-1.55	1
Molecule716	-2.63	1
Molecule717	-2.76	1
Molecule718	-3.07	1
Molecule719	-1.54	1
Molecule720	1.02	1
Molecule721	0.76	1
Molecule722	-0.17	1
Molecule723	-0.97	1
Molecule724	-2.52	1
Molecule725	-1.23	1
Molecule726	-4.74	1
Molecule727	-2.6	1
Molecule728	1.1	1
Molecule729	-1.16	1
Molecule730	-3.37	1
Molecule731	0.96	1
Molecule732	-0.8	1
Molecule733	-4.88	1
Molecule734	-4.59	1
Molecule735	-1.56	1
Molecule736	-2.23	1
Molecule737	-2.74	1
Molecule738	-2.92	1
Molecule739	-7.42	1
Molecule740	-4.97	1
Molecule741	-2.57	1
Molecule742	-1.23	1
Molecule743	-2.07	1
Molecule744	-2.42	1
Molecule745	-1.52	1
Molecule746	-2.14	1
Molecule747	-2.12	1
Molecule748	-3.93	1
Molecule749	-2.61	1
Molecule750	-3.93	1
Molecule751	-2.93	1
Molecule752	-2.34	1
Molecule753	0.3	1
Molecule754	-1.13	1
Molecule755	-6.52	1
Molecule756	-6.3	1
Molecule757	-5.89	1
Molecule758	-4.68	1
Molecule759	-5.07	1
Molecule760	-4.91	1
Molecule761	-4.47	1
Molecule762	-4.1	1
Molecule763	0.36	1
Molecule764	-1.04	1
Molecule765	1.07	1
Molecule766	1.15	1
Molecule767	1.07	1
Molecule768	1.07	1
Molecule769	-2.6	1
Molecule770	1.06	1
Molecule771	-0.4	1
Molecule772	-0.83	1
Molecule773	-2.64	1
Molecule774	-1.5	1
Molecule775	-1.5	1
Molecule776	-0.45	1
Molecule777	0.74	1
Molecule778	0.49	1
Molecule779	-0.17	1
Molecule780	-1.61	1
Molecule781	-0.06	1
Molecule782	-1.6	1
Molecule783	-1.39	1
Molecule784	-2.29	1
Molecule785	-3.58	1
Molecule786	-2.12	1
Molecule787	-3.4	1
Molecule788	-0.53	1
Molecule789	-1.96	1
Molecule790	-1.96	1
Molecule791	-1.52	1
Molecule792	-1.46	1
Molecule793	-2.29	1
Molecule794	0.59	1
Molecule795	-1.48	1
Molecule796	-1.14	1
Molecule797	-3.88	1
Molecule798	-3.36	1
Molecule799	-1.96	1
Molecule800	-0.4	1
Molecule801	-1.89	1
Molecule802	-1.65	1
Molecule803	-2.35	1
Molecule804	-3.06	1
Molecule805	-3.17	1
Molecule806	-2.98	1
Molecule807	-1.64	1
Molecule808	-2.57	1
Molecule809	-2.32	1
Molecule810	-2.64	1
Molecule811	-2.7	1
Molecule812	-2.17	1
Molecule813	-3	1
Molecule814	-1.39	1
Molecule815	-2.25	1
Molecule816	-1.61	1
Molecule817	-1.23	1
Molecule818	-2.18	1
Molecule819	-2.06	1
Molecule820	-1.16	1
Molecule821	-1.74	1
Molecule822	-2.52	1
Molecule823	-2.36	1
Molecule824	-2.39	1
Molecule825	-2.02	1
Molecule826	-2.21	1
Molecule827	-2.59	1
Molecule828	-1.71	1
Molecule829	-2.77	1
Molecule830	-1.99	1
Molecule831	-1.25	1
Molecule832	-3.03	1
Molecule833	-1.26	1
Molecule834	-1.93	1
Molecule835	-2.16	1
Molecule836	-2.38	1
Molecule837	-2.27	1
Molecule838	0.52	1
Molecule839	-0.78	1
Molecule840	-3.54	1
Molecule841	-3.73	1
Molecule842	-3.81	1
Molecule843	-3.27	1
Molecule844	-2.09	1
Molecule845	0.71	1
Molecule846	-0.63	1
Molecule847	-0.62	1
Molecule848	1.1	1
Molecule849	-5.51	1
Molecule850	-0.07	1
Molecule851	-3.54	1
Molecule852	-5.82	0
Molecule853	-4.47	1
Molecule854	-5.47	1
Molecule855	-5.53	1
Molecule856	-5.68	1
Molecule857	-6.78	0
Molecule858	-6.12	1
Molecule859	-6.49	1
Molecule860	-1.46	1
Molecule861	-3.38	1
Molecule862	-3.22	1
Molecule863	-5.16	1
Molecule864	-3.48	1
Molecule865	-3	1
Molecule866	-4.04	1
Molecule867	-2.82	1
Molecule868	-4.76	1
Molecule869	-2.33	1
Molecule870	-2.55	1
Molecule871	-3.1	1
Molecule872	-1.96	1
Molecule873	-1.91	1
Molecule874	-1.96	1
Molecule875	-1.74	1
Molecule876	-3.8	1
Molecule877	-3.5	1
Molecule878	-3.8	1
Molecule879	-3.2	1
Molecule880	-4.7	1
Molecule881	-4.31	1
Molecule882	-2.89	1
Molecule883	-2.44	1
Molecule884	-2.77	1
Molecule885	-1.68	1
Molecule886	-2.29	1
Molecule887	-2.19	1
Molecule888	-1.01	1
Molecule889	-2.49	1
Molecule890	-2.11	1
Molecule891	-2.92	1
Molecule892	-2.8	1
Molecule893	-3.39	1
Molecule894	-2.37	1
Molecule895	-2.69	1
Molecule896	-5.46	1
Molecule897	-2.41	1
Molecule898	-0.74	1
Molecule899	-4.66	1
Molecule900	-3.68	1
Molecule901	-1.8	1
Molecule902	-2.28	1
Molecule903	-2.81	1
Molecule904	-1.26	1
Molecule905	-2.19	1
Molecule906	-3.38	1
Molecule907	-2.19	1
Molecule908	-3.22	1
Molecule909	-2	1
Molecule910	-0.8	1
Molecule911	-0.22	1
Molecule912	0.26	1
Molecule913	-0.62	1
Molecule914	-1.37	1
Molecule915	-2.63	1
Molecule916	-2.22	1
Molecule917	-4.61	1
Molecule918	-4.61	1
Molecule919	-2.16	1
Molecule920	-2.38	1
Molecule921	0.59	1
Molecule922	-3.12	1
Molecule923	-1.42	1
Molecule924	-3.14	1
Molecule925	-2.87	1
Molecule926	-2.38	1
Molecule927	-1	1
Molecule928	0.28	1
Molecule929	-0.96	1
Molecule930	-0.96	1
Molecule931	0.26	1
Molecule932	0.15	1
Molecule933	-0.77	1
Molecule934	-6.03	1
Molecule935	-3.12	1
Molecule936	-2.28	1
Molecule937	-4.46	1
Molecule938	-3.4	1
Molecule939	-3.4	1
Molecule940	-2.64	1
Molecule941	-3.7	1
Molecule942	-1.4	1
Molecule943	-3.84	1
Molecule944	-2.71	1
Molecule945	-0.73	1
Molecule946	-3.84	1
Molecule947	-3.03	1
Molecule948	-0.14	1
Molecule949	-1.76	1
Molecule950	-3.57	1
Molecule951	-0.95	1
Molecule952	-3.35	1
Molecule953	-2.36	1
Molecule954	-1.92	1
Molecule955	-2.24	1
Molecule956	-1.95	1
Molecule957	-3.36	1
Molecule958	0.84	1
Molecule959	-2.34	1
Molecule960	-2.34	1
Molecule961	1.11	1
Molecule962	-2.98	1
Molecule963	0.94	1
Molecule964	-2.93	1
Molecule965	-3.54	1
Molecule966	-4.16	1
Molecule967	-1.6	1
Molecule968	-0.85	1
Molecule969	-5.47	1
Molecule970	-5.47	1
Molecule971	-1.6	1
Molecule972	-6.2	1
Molecule973	-1.92	1
Molecule974	-4.22	1
Molecule975	-2.35	1
Molecule976	-0.85	1
Molecule977	-1.52	1
Molecule978	-0.42	1
Molecule979	-0.72	1
Molecule980	-5.17	1
Molecule981	-0.85	1
Molecule982	-1.28	1
Molecule983	-2.7	1
Molecule984	-2.3	1
Molecule985	-1.21	1
Molecule986	-2.63	1
Molecule987	-1.61	1
Molecule988	-5.4	1
Molecule989	-4.6	1
Molecule990	-3.95	1
Molecule991	-3.26	1
Molecule992	-3.08	1
Molecule993	-2.33	1
Molecule994	-2.62	1
Molecule995	-1.59	1
Molecule996	-0.4	1
Molecule997	-0.38	1
Molecule998	-0.8	1
Molecule999	-0.41	1
Molecule1000	-3.21	1
Molecule1001	-3.21	1
Molecule1002	-2.4	1
Molecule1003	-2.1	1
Molecule1004	-2.86	1
Molecule1005	-1.28	1
Molecule1006	-2.12	1
Molecule1007	-1.53	1
Molecule1008	-1.12	1
Molecule1009	-2.7	1
Molecule1010	-2.75	1
