ChemSpiderID,original_format,original_format_type,Value,units,source,measurement_type,reference,is_open,is_predicted
3953,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
10442212,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,SMILES,93,%,DrugBank,% bound,reference,TRUE,FALSE
2162,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,SMILES,16,%,DrugBank,% bound,reference,TRUE,FALSE
10482089,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@@H](C)[C@@H](O)CC(=O)[C@H](CC)\C=C(C)/C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@H](Cl)[C@@H](C1)OC,SMILES,87,%,DrugBank,% bound,reference,TRUE,FALSE
4433,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,SMILES,95,%,DrugBank,% bound,reference,TRUE,FALSE
1017,NC(=O)C1=NC=CN=C1,SMILES,10,%,DrugBank,% bound,reference,TRUE,FALSE
2577,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,SMILES,93,%,DrugBank,% bound,reference,TRUE,FALSE
5212,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,SMILES,70,%,DrugBank,% bound,reference,TRUE,FALSE
35850,COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,SMILES,80,%,DrugBank,% bound,reference,TRUE,FALSE
2008,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
2687,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
4056,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,SMILES,1,%,DrugBank,% bound,reference,TRUE,FALSE
4674940,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,SMILES,56,%,DrugBank,% bound,reference,TRUE,FALSE
2632,ClC1=CC2=C(OC(=O)N2)C=C1,SMILES,18,%,DrugBank,% bound,reference,TRUE,FALSE
2060,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,SMILES,25,%,DrugBank,% bound,reference,TRUE,FALSE
3906,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,SMILES,98,%,DrugBank,% bound,reference,TRUE,FALSE
54777,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,SMILES,27,%,DrugBank,% bound,reference,TRUE,FALSE
145752,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O,SMILES,84,%,DrugBank,% bound,reference,TRUE,FALSE
2716,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
65391,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,SMILES,50,%,DrugBank,% bound,reference,TRUE,FALSE
12560,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],SMILES,55,%,DrugBank,% bound,reference,TRUE,FALSE
54636,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,SMILES,6,%,DrugBank,% bound,reference,TRUE,FALSE
4060,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,SMILES,85,%,DrugBank,% bound,reference,TRUE,FALSE
5245,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,SMILES,60,%,DrugBank,% bound,reference,TRUE,FALSE
31013,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,SMILES,10,%,DrugBank,% bound,reference,TRUE,FALSE
5293353,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,SMILES,91,%,DrugBank,% bound,reference,TRUE,FALSE
130656,[H][C@@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,SMILES,62,%,DrugBank,% bound,reference,TRUE,FALSE
4034,CC(N)COC1=C(C)C=CC=C1C,SMILES,60,%,DrugBank,% bound,reference,TRUE,FALSE
64479,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,SMILES,2,%,DrugBank,% bound,reference,TRUE,FALSE
2077,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,SMILES,97.5,%,DrugBank,% bound,reference,TRUE,FALSE
1859,NC1=C2CCCCC2=NC2=CC=CC=C12,SMILES,55,%,DrugBank,% bound,reference,TRUE,FALSE
5345,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,SMILES,67,%,DrugBank,% bound,reference,TRUE,FALSE
38088,CCCCC(=O)OCC(=O)[C@@]1(O)C[C@H](OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C2=C(C1)C(O)=C1C(=O)C3=C(C(=O)C1=C2O)C(OC)=CC=C3,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
4750,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,SMILES,100,%,DrugBank,% bound,reference,TRUE,FALSE
5818,CNC[C@H](O)C1=CC(O)=CC=C1,SMILES,95,%,DrugBank,% bound,reference,TRUE,FALSE
28829,CCOC(=O)N1C=CN(C)C1=S,SMILES,85,%,DrugBank,% bound,reference,TRUE,FALSE
2006532,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,SMILES,25,%,DrugBank,% bound,reference,TRUE,FALSE
3174,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,SMILES,93,%,DrugBank,% bound,reference,TRUE,FALSE
4341,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,SMILES,95,%,DrugBank,% bound,reference,TRUE,FALSE
20396,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,SMILES,87,%,DrugBank,% bound,reference,TRUE,FALSE
2478,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,SMILES,60,%,DrugBank,% bound,reference,TRUE,FALSE
5773,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
187440,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,SMILES,99.5,%,DrugBank,% bound,reference,TRUE,FALSE
61986,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,SMILES,22,%,DrugBank,% bound,reference,TRUE,FALSE
4343,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
839530,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,SMILES,59,%,DrugBank,% bound,reference,TRUE,FALSE
2034,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,SMILES,80,%,DrugBank,% bound,reference,TRUE,FALSE
49195,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,SMILES,98,%,DrugBank,% bound,reference,TRUE,FALSE
393914,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
70383,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,SMILES,99.8,%,DrugBank,% bound,reference,TRUE,FALSE
106770,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,SMILES,15,%,DrugBank,% bound,reference,TRUE,FALSE
1912,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
22666,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,SMILES,35,%,DrugBank,% bound,reference,TRUE,FALSE
6607,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,SMILES,80,%,DrugBank,% bound,reference,TRUE,FALSE
46764,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,SMILES,1,%,DrugBank,% bound,reference,TRUE,FALSE
4757,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,SMILES,94,%,DrugBank,% bound,reference,TRUE,FALSE
5628,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
4015,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,SMILES,10,%,DrugBank,% bound,reference,TRUE,FALSE
10246417,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,SMILES,50,%,DrugBank,% bound,reference,TRUE,FALSE
5530,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,SMILES,92,%,DrugBank,% bound,reference,TRUE,FALSE
3207,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,SMILES,25,%,DrugBank,% bound,reference,TRUE,FALSE
10481896,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,SMILES,91,%,DrugBank,% bound,reference,TRUE,FALSE
4748,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
2810,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
2225,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,SMILES,96,%,DrugBank,% bound,reference,TRUE,FALSE
2010,O=C1N=CN=C2NNC=C12,SMILES,1,%,DrugBank,% bound,reference,TRUE,FALSE
4587145,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,SMILES,10,%,DrugBank,% bound,reference,TRUE,FALSE
393588,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
5376,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,SMILES,46,%,DrugBank,% bound,reference,TRUE,FALSE
54753,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,SMILES,10,%,DrugBank,% bound,reference,TRUE,FALSE
135679,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,SMILES,13,%,DrugBank,% bound,reference,TRUE,FALSE
9399,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,SMILES,64,%,DrugBank,% bound,reference,TRUE,FALSE
38201,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,SMILES,77,%,DrugBank,% bound,reference,TRUE,FALSE
5744,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,SMILES,60,%,DrugBank,% bound,reference,TRUE,FALSE
4447634,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,SMILES,25,%,DrugBank,% bound,reference,TRUE,FALSE
3746,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
5614,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
3918,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,SMILES,80,%,DrugBank,% bound,reference,TRUE,FALSE
3820,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
5802,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O,SMILES,75,%,DrugBank,% bound,reference,TRUE,FALSE
4724,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
3568,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,SMILES,95,%,DrugBank,% bound,reference,TRUE,FALSE
4942363,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,SMILES,99.9,%,DrugBank,% bound,reference,TRUE,FALSE
4256,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
3694,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
3116,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,SMILES,40,%,DrugBank,% bound,reference,TRUE,FALSE
84989,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,SMILES,70,%,DrugBank,% bound,reference,TRUE,FALSE
4471584,CN1\C(=C(/O)NC2=CC=CC=N2)C(=O)C2=C(C=CS2)S1(=O)=O,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
15266,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
4444507,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
3269,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,SMILES,94.5,%,DrugBank,% bound,reference,TRUE,FALSE
8683,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,SMILES,73,%,DrugBank,% bound,reference,TRUE,FALSE
54822,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,SMILES,91,%,DrugBank,% bound,reference,TRUE,FALSE
2625,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,SMILES,91,%,DrugBank,% bound,reference,TRUE,FALSE
4893,CC(N)C12CC3CC(CC(C3)C1)C2,SMILES,40,%,DrugBank,% bound,reference,TRUE,FALSE
34635,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,SMILES,11,%,DrugBank,% bound,reference,TRUE,FALSE
187515,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,SMILES,30,%,DrugBank,% bound,reference,TRUE,FALSE
4859,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,SMILES,95,%,DrugBank,% bound,reference,TRUE,FALSE
2562,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
17358,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,SMILES,93,%,DrugBank,% bound,reference,TRUE,FALSE
46291,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1,SMILES,30,%,DrugBank,% bound,reference,TRUE,FALSE
2038,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,SMILES,94,%,DrugBank,% bound,reference,TRUE,FALSE
5063,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,SMILES,1,%,DrugBank,% bound,reference,TRUE,FALSE
2383,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,SMILES,95,%,DrugBank,% bound,reference,TRUE,FALSE
390074,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,SMILES,4,%,DrugBank,% bound,reference,TRUE,FALSE
50469,CCC(=O)OC(OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,SMILES,95,%,DrugBank,% bound,reference,TRUE,FALSE
4444537,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,SMILES,98,%,DrugBank,% bound,reference,TRUE,FALSE
32555,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,SMILES,38,%,DrugBank,% bound,reference,TRUE,FALSE
392054,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,SMILES,98,%,DrugBank,% bound,reference,TRUE,FALSE
4447649,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,SMILES,45,%,DrugBank,% bound,reference,TRUE,FALSE
4596,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,SMILES,88,%,DrugBank,% bound,reference,TRUE,FALSE
3280,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,SMILES,96,%,DrugBank,% bound,reference,TRUE,FALSE
2654,C\N=C(\NCCSCC1=C(C)NC=N1)NC#N,SMILES,20,%,DrugBank,% bound,reference,TRUE,FALSE
3438,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,SMILES,92,%,DrugBank,% bound,reference,TRUE,FALSE
347980,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
38037,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
5367,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
389935,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,SMILES,55,%,DrugBank,% bound,reference,TRUE,FALSE
1998,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,SMILES,70,%,DrugBank,% bound,reference,TRUE,FALSE
4588590,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,SMILES,80,%,DrugBank,% bound,reference,TRUE,FALSE
411774,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
4026,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,SMILES,70,%,DrugBank,% bound,reference,TRUE,FALSE
8062727,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
3297,OC(=O)P(O)(O)=O,SMILES,17,%,DrugBank,% bound,reference,TRUE,FALSE
154044,COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1,SMILES,93,%,DrugBank,% bound,reference,TRUE,FALSE
2804,ClCCN(CCCl)P1(=O)NCCCO1,SMILES,20,%,DrugBank,% bound,reference,TRUE,FALSE
4911,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,SMILES,87,%,DrugBank,% bound,reference,TRUE,FALSE
5291705,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,SMILES,70,%,DrugBank,% bound,reference,TRUE,FALSE
2662,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,SMILES,40,%,DrugBank,% bound,reference,TRUE,FALSE
2275722,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,SMILES,98,%,DrugBank,% bound,reference,TRUE,FALSE
4384,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,SMILES,94,%,DrugBank,% bound,reference,TRUE,FALSE
5758,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,SMILES,75,%,DrugBank,% bound,reference,TRUE,FALSE
4514935,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,SMILES,97,%,DrugBank,% bound,reference,TRUE,FALSE
2085,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,SMILES,90,%,DrugBank,% bound,reference,TRUE,FALSE
3268,FC1=CNC(=O)NC1=O,SMILES,12,%,DrugBank,% bound,reference,TRUE,FALSE
5515,COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C,SMILES,99,%,DrugBank,% bound,reference,TRUE,FALSE
571424,CCCC1=CC(=O)NC(=S)N1,SMILES,82,%,DrugBank,% bound,reference,TRUE,FALSE
37371,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O,SMILES,4,%,DrugBank,% bound,reference,TRUE,FALSE
3741,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,SMILES,55,%,DrugBank,% bound,reference,TRUE,FALSE
3531,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,SMILES,93,%,DrugBank,% bound,reference,TRUE,FALSE
54842,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,SMILES,9,%,DrugBank,% bound,reference,TRUE,FALSE
94651,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,SMILES,98,%,DrugBank,% bound,reference,TRUE,FALSE
4445273,[H][C@@]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,SMILES,89,%,DrugBank,% bound,reference,TRUE,FALSE
2253,NS(=O)(=O)C1=C(Cl)C=C2NC(CSCC3=CC=CC=C3)=NS(=O)(=O)C2=C1,SMILES,30,%,DrugBank,% bound,reference,TRUE,FALSE
112728,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,SMILES,50,%,DrugBank,% bound,reference,TRUE,FALSE
2457,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,SMILES,76,%,DrugBank,% bound,reference,TRUE,FALSE
25541,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,SMILES,14,%,DrugBank,% bound,reference,TRUE,FALSE
